mpid,e_form (eV/atom),composition
mp-558411,-3.8670945121590914,O7Y2Zr2
mp-558235,-3.8670072462959264,Ca1F7Ta1
mp-504539,-3.86676167,Ca1Lu2O4
mp-4829,-3.8663722319044447,F6Na2Th1
mp-1213788,-3.8652882767499985,Ce1O3Tm1
mp-677131,-3.864988077833333,Ce9O20Y1
mp-766452,-3.86456975095,Er1La9O15
mp-1220266,-3.864472866136365,Ho1Nd3O14Zr4
mp-1226797,-3.86418752638889,Ce2O6Zr1
mp-1019595,-3.86343768875,Ce5O16Zr3
mp-675102,-3.863248058166666,Ce9Gd1O20
mp-29040,-3.862526170677308,F19Li3Zr4
mp-1229315,-3.862396103750001,Ce2Gd2O7
mp-675770,-3.8621225236666654,Nd3O10U2
mp-676636,-3.861739790916665,Ce9O20Sm1
mp-753957,-3.8617173353846144,Ce4O8Th1
mp-777413,-3.86139550125,Ce1O3Sc1
mp-1044618,-3.860913165206,Ba2F11Ti2
mp-5588,-3.8608336421425,Ba1F6Si1
mp-5977,-3.8604871176136366,Nd2O7Zr2
mp-1222537,-3.860379270902759,F22Li1Tl1Zr5
mp-1220263,-3.8602076686425,F8Nd6O2S3
mp-1173414,-3.860113810625,O17Sm6U3
mp-757233,-3.859672772613635,Gd2O7Zr2
mp-756118,-3.8578515269166656,O3Sm1Tb1
mp-1178472,-3.8578214917857134,Ca1O4Tm2
mp-1222734,-3.857736469722224,La1O6U2
mp-504555,-3.857002183850833,F9K1U2
mp-1212327,-3.856573640416665,Al2Ho4O9
mp-756224,-3.8562381504166665,Gd1O3Tb1
mp-11321,-3.8561980667045455,O7Ta1Y3
mp-553921,-3.8542608284999984,O3Pm2
mp-17944,-3.8540311688488886,Al1Ca1F6Na1
mp-555983,-3.8535376295312496,Er2O5Si1
mvc-11781,-3.852875336364103,Ca1F10Ti2
mp-754979,-3.85287251125,Al1O6Y3
mp-756152,-3.851096469632352,O11Sm4U2
mp-1207916,-3.850982299125001,Al3O12Sc2Tm3
mp-15515,-3.8507385538488896,Al1Ba1F6Na1
mp-1226623,-3.8503467780681815,Ce1Nd4O14Zr3
mp-14722,-3.849394636904444,Al1F6Na1Sr1
mp-772820,-3.849297419642857,Lu2O4Sr1
mp-559426,-3.8489744780681807,O7Pr2Zr2
mp-1208161,-3.8477204670234384,F25Tl1U6
mp-1249,-3.847233760793333,F2Mg1
mp-1217365,-3.8469597555,O10Th1U2Zr2
mp-1212993,-3.8468456517500003,Al2Dy4O9
mp-554121,-3.846215958872667,F11Hf2Na1V1
mp-1019596,-3.845824747500002,Ce1O4Zr1
mp-1213255,-3.845761634375,Al3Er3O12Sc2
mp-1219884,-3.845735582853026,F8O2Pr6S3
mp-17704,-3.845128702031248,O5Si1Tm2
mp-5836,-3.844326416666666,O4Si1Th1
mp-1183152,-3.843640980083335,Ac1O3Sc1
mp-676409,-3.8435408099999986,Eu1O4Pa1
mp-1212436,-3.8431531409999984,Al3Ho3O12Sc2
mp-1222961,-3.841861524833332,La1O6Sm3
mp-1195761,-3.840944030504569,F9Rb1U2
mp-1220815,-3.8408823893171116,F11Hf2Na1Ti1
mp-31415,-3.8405813389772745,La3O7Ta1
mp-1194950,-3.8405348532674997,Al1F30Na3U6
mp-770806,-3.8404257500520815,O5Sm2Ti1
mp-1213138,-3.8403355271250006,Al3Dy3O12Sc2
mp-676077,-3.8394388840178566,Ce3Nd2O9
mp-557626,-3.839020915989584,Gd2O5Ti1
mp-1224731,-3.838633634431975,F8Gd6O2S3
mp-754853,-3.83860195775,Ca1Hf1O3
mp-1200490,-3.836692089805555,Al2O9Tb4
mp-554009,-3.8356241360565013,Er4F2O11Si3
mp-1195868,-3.835512996028572,Ce1F5Li1
mp-1228710,-3.834869836503611,Ba12Br3Cl2F19
mp-768317,-3.83474528890625,Dy2O5Si1
mp-752400,-3.834189089431818,Ce2O7Sm2
mp-1192586,-3.833956175850001,F5Th1Tl1
mp-1227953,-3.8337628298077564,Al6Ba1F32Na2O2Sr6
mp-2858,-3.833219812500001,O2Zr1
mp-632402,-3.8329464597290914,Ca1F8Li1U1
mp-1018650,-3.8318616253049997,Ba2Cl1F3
mp-984697,-3.831234886428569,Eu1Lu2O4
mp-3378,-3.8307998852500007,Hf1O3Sr1
mp-754846,-3.8304303303409104,Ce2Nd2O7
mp-1173357,-3.8300765147785714,Al1F5Sm1
mp-1226587,-3.829627889499999,Ce1O10U4
mp-1218454,-3.829003181375001,Ca3Hf4O12Sr1
mp-1019589,-3.828823722083334,Ce3O16Zr5
mp-622591,-3.828661242246667,Ba1F6Tb1
mp-556689,-3.8274567512785715,F5K1Zr1
mp-504787,-3.8263898627020003,F4Np1
mp-560329,-3.82577678034091,Ce2O7Zr2
mp-675672,-3.825201706812501,O13Sc2Zr5
mp-1218419,-3.825179799,Ca1Hf2O6Sr1
mp-1218494,-3.8250938376250017,Ca1Hf4O12Sr3
mp-752706,-3.825086808888887,Ce1O24Zr11
mp-35618,-3.8241136165988383,Lu10O27Ti6
mp-771323,-3.82409355905303,O7Ti2Tm2
mp-14678,-3.8239165125000016,Al3O12Sc2Y3
mp-1220937,-3.823472881725834,F9Na1U2
mp-3446,-3.8232532082142856,O4Sr1Tm2
mp-753401,-3.8227266397395834,O5Sc2Ti1
mp-752503,-3.822438948333333,Ce1O16Zr7
mp-753493,-3.822184480833332,Ce1O12U5
mvc-14678,-3.821326174225833,F6Mg1Ti1
mp-5409,-3.821050499583333,Al2O9Y4
mp-676767,-3.8208729493845834,Ba4F17Yb3
mp-542445,-3.820693995433,F7K2Pa1
mp-17065,-3.82036704265625,Ho2O5Si1
mp-1220211,-3.819935837916669,Nd4O14Ti1Zr3
mp-760467,-3.8190141700925913,O18Th1U8
mp-1194641,-3.818898561434167,F30Na3Ti1U6
mp-1226592,-3.818889645,Ce1O8Zr3
mp-19908,-3.8186514071425,Eu1F3
mp-558153,-3.8185353269696822,Ba4F12Nb2O3
mp-1105197,-3.81570198757438,Cs2F7Pa1
mp-778450,-3.815673866250001,La1O3Sm1
mp-779424,-3.8156147689772717,Gd3O7Ta1
mp-7489,-3.8140994329183617,Cs1F6U1
mp-556237,-3.812988581118749,F5K1Li1Y1
mp-752686,-3.81152096465909,O7Sm3Ta1
mp-768695,-3.811477937007577,Ho2O7Ti2
mp-1197417,-3.8108390455208334,Ba1La2O7Sc2
mp-1219213,-3.810820391704544,O7Sc1Sm2Ta1
mp-686417,-3.809816068541666,O59Sc6Zr25
mp-1047952,-3.8087608653330007,Ba1Ca1F7V1
mp-3520,-3.808669152968749,O5Si1Y2
mp-1212784,-3.808573129642859,Eu1O4Tm2
mp-1105198,-3.808381413901965,F7Pa1Rb2
mp-1211536,-3.8082949539937503,F5K2Tm1
mp-5274,-3.808247642314816,O6Th1Ti2
mp-752425,-3.807825996098487,Dy2O7Ti2
mp-1211957,-3.80705148305625,F5K2Lu1
mp-1225971,-3.8059591159930752,Cs1F9U2
mp-1209040,-3.8051748366250013,Al3O12Sc2Sm3
mp-1178155,-3.80466253725,Al1La3O6
mp-779763,-3.804349125113636,O7Tb2Ti2
mp-10250,-3.759216087714,Ba1F3Li1
mp-10342,-3.699514519605264,O12Re1Tm6
mp-1044611,-3.771655093422291,Ba2F11Ti2Y1
mp-1044893,-3.7386831894639583,Ba2F11V2Y1
mp-1045,-3.799315994250001,Nd2O3
mp-1047530,-3.689260268307895,F15Ti3Y1
mp-1047850,-3.7125857660830013,Ba1F7Mg1V1
mp-560577,-3.7831831983329987,Ba1Ca1Cr1F7
mp-1049234,-3.698978103422292,Ba2Cr2F11Y1
mp-1049236,-3.754121986458957,Ba2F11Mn2Y1
mp-2920,-3.73579689575,Al1La1O3
mp-1095467,-3.7309767298863634,O7Si2Tm2
mp-1100882,-3.796383497410712,O18Ta3Y7
mp-757588,-3.7649099576136353,O28Ta5Y11
mp-756281,-3.79261735825,Al1O3Tm1
mp-1215267,-3.740145268166666,O10U4Zr1
mp-11107,-3.7516362854166663,Ac2O3
mp-1178188,-3.7174601190586407,Ho5O17Ti5
mp-754557,-3.7305951471428567,Eu1O4Y2
mp-1178359,-3.700839784375,Dy1O9Zr4
mp-1183115,-3.704761118083333,Ac1Al1O3
mp-7405,-3.71426901175,Al1O3Sm1
mp-1189614,-3.7905106482499997,Ba1O3Th1
mp-1191195,-3.6873964103409063,Eu2Hf2O7
mp-752432,-3.7031796403409087,Gd3Nb1O7
mp-1191931,-3.7119439676890917,Al1Ca1F14Mg3Na3
mp-31417,-3.765044731022728,Nd3O7Ta1
mp-1193084,-3.784387355437858,Ba1F2O7Si2Y2
mp-1193222,-3.737995713015555,Al1F6Li1Mg1
mp-1193801,-3.7876315946699983,Al1Ca2F9Pb1
mp-1194637,-3.759985181434976,F5Rb1U1
mp-1194946,-3.694248061767501,F30Fe1Na3U6
mp-1195324,-3.7752648656770833,O5Pr2Ti1
mp-1195790,-3.7479564167675,F30Ga1Na3U6
mp-1195887,-3.7565839988924994,Cr1F30Na3U6
mp-1195908,-3.7683005506425,F30Na3U6V1
mp-1195909,-3.7564571534375006,Ba1O7Pr2Sc2
mp-1197107,-3.717470046638339,Cs1F33Ti8
mp-1199026,-3.7356093759238473,B1Cl1O7Tb4
mp-1199626,-3.7074715705771433,Al2F10O4P1Sr3
mp-1200651,-3.697787804843751,Ba1La2O10Ti3
mp-1200892,-3.792607864687501,Ba1O7Sc2Sm2
mp-1201047,-3.74645420028282,B1Cl1Dy4O7
mp-1201547,-3.7568406889366672,B1Cl1Ho4O7
mp-4421,-3.7310841529166665,La1O4Ta1
mp-1202176,-3.7293452798362505,F2Li1O8Si2Y3
mp-7193,-3.7404435362500013,Lu2O7Si2
mp-1202632,-3.780868459898204,B1Cl1O7Tm4
mp-1204444,-3.715793616833461,Ba5Cr3F18
mp-1204549,-3.7637983708597416,B1Cl1Er4O7
mp-1205992,-3.7878799628875,F6Hf1Mn1
mp-1205997,-3.7826461865175,F6Na1U1
mp-1206047,-3.7134873427500015,Ba2Lu1O6U1
mp-1207087,-3.7890892941266654,F2La1
mp-1207388,-3.721401861388889,O8Ti1Zr3
mp-1207485,-3.696178264416666,Mg1O6Ti1Y2
mp-1207625,-3.7046128702499996,Ce1O3Yb1
mp-1207960,-3.7418893929166672,Mg1O6Ti1Tm2
mp-1208070,-3.752842480321765,F13Tl1U3
mp-1208102,-3.7376580063750016,Al5O12Tm3
mp-1208518,-3.803109494739583,O5Si1Tb2
mp-1208534,-3.7149460835833352,Mg1O6Tb2Ti1
mp-1208599,-3.7461879343118514,F6Li1Sr1Ti1
mp-1208686,-3.784141830583001,Ca1Cr1F7Sr1
mp-1208857,-3.773109469064525,B2F3O6Sm3
mp-1208880,-3.757671524531249,O5Si1Sm2
mp-1208969,-3.7738325769166674,Al2O9Sm4
mp-1209065,-3.790965925322581,Ca3Lu9O18Sr1
mp-1209616,-3.744921455204957,F5La1Rb2
mp-1209625,-3.779766450327,F4Pu1
mp-1209683,-3.7112745176299824,Be3Ca2F12Rb2
mp-1210124,-3.7217782148674083,F6Na1Sr1Ti1
mp-1210466,-3.7239085739390916,F7Mg1Na2Sc1
mp-1210776,-3.7225897216512362,Nd5O17Ti5
mp-1211682,-3.7312820886425,F9K1Np2
mp-1211691,-3.787117413785417,F5K2Tb1
mp-1211741,-3.7601925686519615,La3O11Ta1Ti2
mp-1211860,-3.7408561027437504,F5K2Nd1
mp-1212010,-3.7910589083687496,Dy1F5K2
mp-1212022,-3.7951305524312495,F5Ho1K2
mp-1212333,-3.7266129804166668,Ho2Mg1O6Ti1
mp-1212735,-3.7389283928571433,Dy2Eu1O4
mp-1212745,-3.780447023214285,Er2Eu1O4
mp-1212787,-3.7310142344166666,Er2Mg1O6Ti1
mp-1212915,-3.7122391327249997,Er3F10O1
mp-1213002,-3.761650193214286,Eu1Ho2O4
mp-1213017,-3.800540620125,Al3Gd3O12Sc2
mp-1213085,-3.720903543916667,Dy2Mg1O6Ti1
mp-1214444,-3.7364873346789986,Al1Ba1F7Mn1
mp-1214672,-3.802140103857333,Ba2F10Mg2Mn1
mp-1214706,-3.692189511348888,Ba2Cr1F6
mp-1215092,-3.7036358195896297,Ba1F6Na1Ti1
mp-1215173,-3.709794550833333,O4U1Zr1
mp-1215463,-3.6969138941666655,O4Pa1Yb1
mp-532290,-3.77289093015,Bi1F15Zr3
mp-1215985,-3.75696750075,Al2Er1O6Y1
mp-1216239,-3.7044382808124983,Al20Er3O48Y9
mp-1216268,-3.707289441,Al20Lu3O48Y9
mp-1216271,-3.7029516217559513,Er1O18Si2Ti4Y3
mp-18299,-3.7300688429758337,F3U1
mp-1217590,-3.7538223136111095,Ce3O8Tb1
mp-1217661,-3.7333436333134933,B1O13Si2Tb5
mp-1218195,-3.688126183869048,Nd4O13Si3Sr1
mp-39226,-3.6912517598166654,Al4La4O15Sr1Ti1
mp-1218249,-3.7403241983928575,La4O13Si3Sr1
mp-1218353,-3.695446088958333,Ca1O8Sr1U2
mp-1219063,-3.704714994875001,Al4Gd3O12Sm1
mp-1219154,-3.69591449125,Nb1O7Sc1Sm2
mp-12192,-3.798678194734849,La2O7Ti2
mp-12193,-3.7484302215530314,Nd2O7Ti2
mp-675128,-3.7402822236842113,O12Sc4Ti3
mp-1219581,-3.744016383609425,Al1F6Mg1Rb1
mp-1220286,-3.688232888375,Al4Gd1Nd3O12
mp-1220852,-3.711826314583334,Ho9Na1O26Si6
mp-1220897,-3.7997325421209096,F7Mg2Na1Sr1
mp-1221090,-3.800158085984545,Ca1F7Mg2Na1
mp-1222804,-3.7624133970075775,La1O14Ti4Y3
mp-1222844,-3.6881222892500003,Al4La1O12Pr3
mp-1222979,-3.692196883522726,Ho1La1O7Si2
mp-1223094,-3.752624715189394,La3O14Ti4Y1
mp-1223205,-3.7200124075198415,B1La5O13Si2
mp-1223240,-3.776367171011904,Al1La5O13Si2
mp-1223627,-3.7640719377951375,La10Mg1O30Ti7
mp-1224028,-3.7193749521590913,Ho2Nb1O7Sc1
mp-753197,-3.7438599569444455,Hf1O4Ti1
mp-1224621,-3.752770496845239,Al3La20O52Si9
mp-1224647,-3.70896536018145,La3Nd11O39Si9
mp-1224704,-3.688144162613638,Gd2Nb1O7Sc1
mp-1224905,-3.725246638522728,Gd7Nb4O28Y5
mp-1225349,-3.7196541776136383,Dy2Nb1O7Sc1
mp-1225574,-3.7385955537103177,B1Dy5O13Si2
mp-1225922,-3.759140526482988,Al1Cs1F6Mg1
mp-1226467,-3.801289234166668,Ce1O6Zr2
mp-1226489,-3.7779154541666657,Ce1O10Zr4
mp-1226860,-3.708997978333333,Ce3O8Pr1
mp-1226911,-3.7768554943333323,Ce4O10Sm1
mp-1227220,-3.740532945416669,Ca1La4O13Si3
mp-1227645,-3.8011794927499993,Ba1Hf2O6Sr1
mp-1227813,-3.756450119738001,Ba1F1O2Sc1
mp-1228245,-3.730907750642362,Ba1La4O15Ti4
mp-1228088,-3.8002264229500007,Ba4Hf5O15Sr1
mp-1228505,-3.7442294562114284,Ba3F9O1Ta1
mp-1228674,-3.761501168516154,Al1Ba2F9Zn1
mp-560349,-3.736511554431817,La3Nb1O7
mp-1228715,-3.7020157523403214,Ba5F20Nb3O3
mp-667369,-3.731027589583333,Ca2O16Ti2Zr5
mp-5489,-3.773387455,Lu1O4Ta1
mp-12931,-3.7204650470833336,O4Sm1Ta1
mp-12932,-3.7526087255555534,O4Ta1Tb1
mp-12933,-3.769574110833332,O4Ta1Tm1
mp-13947,-3.765493306981073,F6Hf1Rb2
mp-13948,-3.785970723839311,Cs2F6Hf1
mp-14107,-3.74998157058,F3Np1
mp-14128,-3.7528537742377783,F6Hf1K2
mp-14132,-3.74056131425,Al5Lu3O12
mp-14283,-3.7055396916663335,F7In1Sr2
mp-14387,-3.707427781625,Al5O12Tb3
mp-14388,-3.72226367975,Al5Ho3O12
mp-14630,-3.718992686540589,F1O10Si3Y3
mp-14964,-3.73416155534091,O7Pr3Ta1
mp-15056,-3.7585071866504447,F11Na1Ti1Zr2
mp-15201,-3.73336118814394,O7Pr2Ti2
mp-1597,-3.7739836775000013,O2U1
mp-16164,-3.738194978011176,Dy3F1O10Si3
mp-16165,-3.7434176702170583,F1Ho3O10Si3
mp-16548,-3.727109031725834,F6Ti1Zr1
mp-16705,-3.7503194277499996,O3Pr2
mp-17077,-3.7727065743062496,F5K2Y1
mp-17275,-3.7274411542857138,O4Sr1Y2
mp-17363,-3.7151911989285713,Ba1Ho2O4
mp-17371,-3.7988596836812496,Er1F5K2
mp-17434,-3.7600058068062494,F5K2Sm1
mp-17904,-3.801583381614583,Nd2O5Ti1
mp-18042,-3.7334671016666654,O4Sr1Tb2
mp-18662,-3.695756363068184,Ho2O7Si2
mp-20154,-3.7893134959966672,Ca1F6Tb1
mp-20230,-3.7322281497716663,F1O1Pu1
mp-2275,-3.7101457453057134,F6U1
mp-246,-3.691626921309167,F3Ti1
mp-542313,-3.7766603332499984,Ce2O3
mp-27316,-3.7844795492238053,F21Rb5Zr4
mp-27403,-3.7569382965642864,F5Li1U1
mp-27617,-3.7323180690505353,Ce2F4Se1
mp-27740,-3.698010839434167,F9Na1Np2
mp-28801,-3.7319817243923596,La5O15Ti4
mp-28974,-3.708593765285334,F4Ti1
mp-558371,-3.77777989257716,La5O17Ti5
mp-29368,-3.8010599325961536,O9Ta2Th2
mp-29788,-3.7465497213925,F12K1Tb3
mp-3050,-3.6975442474999993,Al5O12Y3
mp-308,-3.7182512509090913,O8U3
mp-3200,-3.7990961074621215,Lu2O7Ti2
mp-3203,-3.697383090416667,Nd1O4Ta1
mp-3249,-3.7908439481578937,La4O12Ti3
mp-33319,-3.7828542709520008,F6N1Pr3
mp-3335,-3.742918294734849,O7Sm2Ti2
mp-3384,-3.728102685250001,Al5Er3O12
mp-33872,-3.7553548726565915,F31Na7Zr6
mp-34291,-3.7799628895359647,F15In1Zr3
mp-34439,-3.774066169234497,O27Tb10Ti6
mp-3444,-3.7624078766666655,Er1O4Ta1
mp-3564,-3.7036104047619056,Ba1O4Sc2
mp-3654,-3.7290618052829645,Ca1F3Rb1
mp-37024,-3.7941828991569775,Ho10O27Ti6
mp-37310,-3.78412158497093,Dy10O27Ti6
mp-3792,-3.73663594975,Al1O3Y1
mp-3960,-3.7099412070833337,Ca1O4U1
mp-4002,-3.700330496348888,F6Li2Zr1
mp-4056,-3.7988543310714284,Ca1O4Sc2
mp-5985,-3.759845789166666,Ho1O4Ta1
mp-4434,-3.757341960916667,Al1O3Tb1
mp-4875,-3.7099182425,Gd1O4Ta1
mp-4891,-3.77252037375,Al1Ho1O3
mp-5926,-3.7426980833139987,Ca1F3K1
mp-504520,-3.731860924803201,Eu3F10Rb1
mp-5152,-3.7920590895312487,La2O5Si1
mp-5223,-3.7023783822500014,Al1Gd1O3
mp-5302,-3.7439644488257575,Gd2O7Ti2
mp-676191,-3.730443003421053,Nb3O24Sc11
mp-530787,-3.757669106743829,O53Y6Zr22
mp-531103,-3.7867540339448054,O51Y2Zr24
mp-531302,-3.741484283691862,La10O27Si6
mp-5373,-3.7698271010984863,O7Ti2Y2
mp-5377,-3.7353214708333295,O4Ta1Y1
mp-541995,-3.796974165267777,F1La1O3Si1
mp-542038,-3.747112396099412,Er3F1O10Si3
mp-542831,-3.752159426093749,Gd2O5Si1
mp-554190,-3.7786657609821424,Ca1O9Zr4
mp-556075,-3.7552013567857134,Dy2O4Sr1
mp-556134,-3.6884809168726673,F11Fe1Na1Zr2
mp-557483,-3.7567896948166655,Cl1F1Yb1
mp-557686,-3.6934500858925,F6V1Zr1
mp-7703,-3.756140005833332,Dy1O4Ta1
mp-557938,-3.7927551602675,F6Hf1V1
mp-558441,-3.7482776848726673,F11Na1V1Zr2
mp-559385,-3.7768511785714285,Ho2O4Sr1
mp-559737,-3.745592056351348,Al1F16Rb2Tb3
mp-559747,-3.693123773541666,La2O9Si1Ti2
mp-560132,-3.72822133109375,Nd2O5Si1
mp-560445,-3.7954656785714285,Er2O4Sr1
mp-560519,-3.733941923388668,Ba3C1F7O3Sc1
mp-560570,-3.7573077438559888,Al6F21Na1Rb2
mp-561084,-3.733135377583334,Al2Nd4O9
mp-561353,-3.745792546936666,F11Mn1Na1Zr2
mp-562057,-3.7263293494312517,Be3Ca2Cs2F12
mp-5732,-3.688562659204546,La2O7Si2
mp-582794,-3.6896367854824574,Nd3O12Ti4
mp-583034,-3.68784209534091,Ba2O7U2
mp-5889,-3.7967100810984857,Er2O7Ti2
mp-5899,-3.68914910825,Al1Nd1O3
mp-5905,-3.708324623571429,Be1O4Y2
mp-642328,-3.719422688351063,O34U13
mp-642655,-3.7431932596187503,F5Gd1K2
mp-6457,-3.699274860916666,La2Mg1O6Ti1
mp-647814,-3.705193544732142,O5U2
mp-669375,-3.7408490221002366,B2F3Gd3O6
mp-674412,-3.781385562782259,Ce8O21U2
mp-674436,-3.70823098175,Nd1O20Zr9
mp-674484,-3.7598285061666674,Ce9O20Yb1
mp-674976,-3.7142194431666646,O20Sc1Zr9
mp-675076,-3.735349191160714,O18Sr5U5
mp-675329,-3.7080007678333335,La1O20Zr9
mp-675470,-3.7212978158333327,O20Y1Zr9
mp-675556,-3.7880934159913777,Er2O19Zr8
mp-685862,-3.803619020668605,O27Ti6Tm10
mp-675768,-3.767919445814103,Dy14O41Ti10
mp-675921,-3.718987473952,Ce3F6N1
mp-676108,-3.7636733766463424,Gd8O26Zr7
mp-676167,-3.75982838822436,O41Tb14Ti10
mp-676411,-3.7208902681250007,O34Sr9U9
mp-676951,-3.719815164886366,Dy3Nb1O7
mp-677392,-3.7245330408189647,Ce8O19Yb2
mp-677529,-3.7353843547023815,Al1La18O52Si11Sr2
mp-684890,-3.7472351624307016,F15Tb4
mp-684966,-3.7463220251388902,O13Tb8
mp-685945,-3.689084198275642,Er14O41Ti10
mp-686077,-3.7797566174952113,Er18O55Ti14
mp-686674,-3.6891157651757154,Ba2F1La3O12Si3
mp-7064,-3.717705388068182,Er2O7Si2
mp-7104,-3.74067555045538,Ca1Cs1F3
mp-752442,-3.770195542499999,Ba1Lu2O4
mp-754599,-3.7519810257142856,Ba1O4Tm2
mp-752691,-3.699562849895834,Hf2O7Sr3
mp-755044,-3.7581493155952383,Ca1O4Tb2
mp-752785,-3.71511601925,O17Sm4U4
mp-754225,-3.751514613583333,O3Ti1Yb1
mp-753781,-3.73588097275,Eu1Hf1O3
mp-753802,-3.7435311165530316,O7Sc2Ti2
mp-753815,-3.756576080357143,Ca1O4Y2
mp-753842,-3.7234174743382344,O11Y1Zr5
mp-770771,-3.753607961071427,O4Sc2Sr1
mp-754141,-3.7247839098863635,Ce3O7Ta1
mp-756458,-3.77923938525,Al1Er1O3
mp-754415,-3.761131711704546,Nb1O7Tb3
mp-755574,-3.79905453225,Al1Lu1O3
mp-754804,-3.70858532008772,La3O12Ti4
mp-756630,-3.7645744142500006,Al1Dy1O3
mp-755065,-3.691725866098485,Ce2O7Ti2
mp-755512,-3.7010115619318182,Nb1O7Sm3
mp-757324,-3.797424322738096,Ce1O14Zr6
mp-757372,-3.720198472543103,O19Sr5U5
mp-758038,-3.701581621160714,La2O9Ti3
mp-758332,-3.763854173854168,Ca1Gd4O7
mp-758784,-3.735675162232144,O9Y1Zr4
mp-759763,-3.725088235495098,B8La26O51
mp-765884,-3.73249608125,O32V1Zr15
mp-766007,-3.7213972268333326,O20U7Zr3
mp-766289,-3.746865874499999,O20U9Zr1
mp-766370,-3.7975385881666655,Ce1O20Zr9
mp-768309,-3.769780704114584,Ce2O5Ti1
mp-769802,-3.7343030916,Ba2O16Zr7
mp-769906,-3.770913584473684,O12Tm6W1
mp-770419,-3.7784023308,O16Sr2Zr7
mp-772195,-3.715012224250001,Al5Dy3O12
mp-773285,-3.787161815,Lu6O12W1
mp-778274,-3.7208443736882724,Dy5O17Ti5
mp-778664,-3.715403402947533,O17Ti5Tm5
mp-779001,-3.7317836442647057,Hf3O10Sr4
mp-779519,-3.6951431298529407,Ba4Hf3O10
mp-779590,-3.715070915232684,La3O7P1
mp-780409,-3.80369523475,Al2La4O9
mp-7903,-3.693991673283755,Cs2F6Zr1
mp-8397,-3.69114009895538,Cs1F3Sr1
mp-8416,-3.755069271083,Ba1Ca1F7Ga1
mp-850834,-3.721153060601852,O17Tb5Ti5
mp-861249,-3.699266319722224,O24V1Zr11
mp-997586,-3.7130731675,Al8La7O24Y1
mp-998552,-3.80262713175,Ba1Hf1O3
mvc-13624,-3.695691572166667,Ca1La2O6Ti1
mvc-15827,-3.6896027503738105,F5Mg1Ti1
mvc-3272,-3.6964346402728574,F5Mn1Y1
mvc-3436,-3.7018677013746673,Ba2Ca1Cu1F14Ti2
mp-1017626,-3.631447417214,Ca1F3Li1
mp-3834,-3.6546831467500014,Ba1O3Zr1
mp-1019546,-3.6397811578240753,Ba1O17Si5Y4
mp-4387,-3.679562843750001,O3Sr1Zr1
mp-1020706,-3.60920292703125,O10Si3Sr1Y2
mp-1024042,-3.6063781363499987,Al6La4O15
mp-1024969,-3.639568201616667,F5Np1
mp-1041345,-3.607812875833,Ba1Bi1Ca1F7
mp-1044573,-3.676862840922292,Al1Ba2F11Ti2
mp-1044788,-3.6178545342556236,Al1Ba2Cr2F11
mp-1044800,-3.6450651919639583,Al1Ba2F11V2
mp-1044811,-3.6488279922922913,Al1Ba2F11Mn2
mp-1045006,-3.6068215884207016,Ba2Cu1F14Ti2
mp-1047859,-3.652630588083,Ba1Cr1F7Mg1
mp-1047929,-3.6504461915830007,Ba1Ca1F7Mo1
mp-1047946,-3.6424525730829993,Ba1Ca1F7Fe1
mp-1047948,-3.6328420936790002,Ba1Ca1F7Mn1
mp-1048847,-3.639446518833332,Ca1Ho1O6Ti2
mp-1049241,-3.660858901963959,Ba2F11Fe2Y1
mp-1079705,-3.64255646775,Ba2Lu1O6Ta1
mp-1080028,-3.6072376034166673,O6Sr2Ti1Zr1
mp-1096905,-3.6778163535833324,Al2Ce4O9
mp-676725,-3.6233756385227256,Lu3Nb1O7
mp-1102077,-3.633996678293333,Al1F4Na1
mp-1110649,-3.6205811497829656,F6Li1Rb2Y1
mp-1110834,-3.630711037314,F6K2Li1Y1
mp-1111110,-3.620372907314,F6K2Li1Sc1
mp-1113669,-3.609647853282966,F6Na1Rb2Sc1
mp-1173206,-3.6605235789855546,Cr3F19Sr5
mp-1173349,-3.67632614,O8Sm4Zr1
mp-1173397,-3.6099946494318185,Nb1O7Sc3
mp-1173610,-3.60921652273569,Nd19O60Ti20
mp-1173643,-3.6059606685222234,Nd11O48Ti16
mp-772740,-3.64706175375,Ba4Lu6O13
mp-1178743,-3.654427894702273,Al1F5O10Si2Y4
mp-1185531,-3.6122545431452013,B3F2Li1Nd6O13
mp-1189018,-3.6684595422735,F13Hf2Na5
mp-1189408,-3.6299017137500016,Ho1O6Sr2Ta1
mp-1194517,-3.631925772870625,F2Nd2O1Se1
mp-1194579,-3.678158226759513,Dy2F2O1Se1
mp-1194754,-3.623635857315069,F2Gd2O1Se1
mp-1194932,-3.6515855442595138,F2O1Se1Sm2
mp-1195063,-3.6221543373437504,Ba1Dy2O10Si3
mp-1195159,-3.679856640092848,F2O1Se1Tb2
mp-560176,-3.6648340297377784,Al3F12K2Na1
mp-1195358,-3.676636545370625,F2Ho2O1Se1
mp-1195598,-3.668391124861112,Ba1Er4O17Si5
mp-1195686,-3.662136129861111,Ba1Ho4O17Si5
mp-1195744,-3.63383152296875,Ba1Er2O10Si3
mp-1196229,-3.687329035794574,B4La13O26
mp-1196615,-3.669053026368061,Cl1La4O8P1
mp-1197030,-3.673223174843749,Ba1O10Sm2Ti3
mp-1199332,-3.6417634594862505,F12Np3O1
mp-1201353,-3.64797958965909,O7Pr1Si2Y1
mp-1201460,-3.617437910420741,Ba5F19In3
