mpid,e_form (eV/atom),composition
mp-662547,-0.9649320154615098,Cl9P1Se1
mp-667495,-0.9572906885883612,C12O12Os4S1
mp-674338,-0.959999456654144,K16Se61Zr12
mp-675449,-0.9554776199948644,F24O9Pt4
mp-675647,-0.9696490868333332,Hg1Mo6S8
mp-675748,-0.9694201801785712,Ge1S4Zn2
mp-680286,-0.9560862448837192,C19O19Os5
mp-680512,-0.9647755352403196,Ce25Ni49P33
mp-686328,-0.9676323208566804,Ba6Cu11Fe14S27
mp-690771,-0.9685135006273612,C1H8N4O4S1
mp-696272,-0.9639402222857136,H1Hg1N1O4
mp-697072,-0.9575891948028571,Cu1H1I1O4
mp-7032,-0.9642998034920632,Hf1Mo1P1
mp-703293,-0.9557520106751528,C1Cl18H1N3P5
mp-705084,-0.9621273966718178,Co2N12O24Tl5Y1
mp-706652,-0.9683417258751992,C10Cl1H1O10Os3
mp-707923,-0.9704649879998908,C18H1O19Os6S2
mp-708997,-0.9520999175214276,C3F4H13N1
mp-7198,-0.9604076700848224,P1Se3Sr1
mp-7199,-0.9551236300574716,Pr1Rb1Te4
mp-721342,-0.9648403754283332,H12Mg1O12S2
mp-742819,-0.9549108608163634,H12Mo1N4O4Pd1
mp-743133,-0.9613496024462072,Br2H12Ni1O14
mp-743948,-0.9706067648205874,C1Cl3H9Mn1N1O2
mp-743970,-0.9702124078787996,C4Co1H10N4O6
mp-744711,-0.9609147735855748,C6Cl5Cr1H28N12O8Zn1
mp-760421,-0.9705263182456147,B1I12Zr6
mp-762311,-0.9683145080104159,Cl4H12N4O3Zn1
mp-762387,-0.9538988630882348,Li2Ni5O10
mp-764295,-0.9677654145967745,Na4Ni9O18
mp-767117,-0.9683184393749996,Ni9O10Zn1
mp-766204,-0.9621720900633042,C2H5N4O3P1Zn1
mp-767412,-0.9689190968333341,Co4Li3S8
mp-768204,-0.9678126810267864,Fe2Li2S3
mp-771827,-0.9593669048749998,Ca3I14Pb3
mp-774723,-0.9676219208927496,C3Cu1H12N6O7S1
mp-853967,-0.960899233854167,Cu1Li1S1
mp-7756,-0.9581182025,Li1Sb1Sr1
mp-780171,-0.9699871584861112,Cl4H10Hg1N2O1
mp-787,-0.9615755269387752,P4U3
mp-850503,-0.9639469905405554,Cl4Cr1H22N6Na1O2
mp-8580,-0.9629405403571424,Ca1P2Rh2
mp-8583,-0.9552399968571428,Ba1P2Rh2
mp-8605,-0.955994838333334,Pt1Sb1Sr1
mp-861984,-0.9551051025,Er2Ir1Pd1
mp-8620,-0.9610564005,La2Rh3Si5
mp-862371,-0.96413515375,Pt1Ru1Sc2
mp-863258,-0.9677944512499996,As1Au1Sr2
mp-863260,-0.9610834419999996,As2Mg2Sr1
mp-863261,-0.9588408180000002,As2Cd1Sr2
mp-865841,-0.9528438924999998,Pa1Pt2Yb1
mp-866085,-0.9702877,Ir1Rh1Tm2
mp-867313,-0.9578926824999998,Li1Pt2Tm1
mp-867923,-0.9600311374999996,Ga1Pt2Sc1
mp-8972,-0.9529478450468752,Cu1K2Se4Ta1
mp-9010,-0.9696753298024432,Au1Rb1S1
mp-9479,-0.956965354910714,Al2Mg1Se4
mp-9511,-0.9667157821562506,As1Au1K2S4
mp-972410,-0.9552320275,Lu1Pd2Tm1
mp-9743,-0.967821965,As1Pd1Sr1
mp-974842,-0.9612233223500006,K1O3Pt1
mp-976155,-0.9635777287499998,Ho1Lu1Rh2
mp-978695,-0.9560340082142864,Fe1P1Sm1
mp-978990,-0.9529596915178574,I3O9Tl2
mp-980757,-0.9652356046874989,Sb3Sm5
mp-989581,-0.9682564979279988,La1N3Re1
mp-989582,-0.959187537597376,Ca6N1Pb2Se1
mp-9930,-0.9684277135788689,P1Se1U1
mp-996942,-0.9681685925236672,Ba6F1In2N1
mp-997042,-0.9546259681249998,Cu1O2Tl1
mvc-12951,-0.9543359374999996,Mn4S8Zn1
mvc-14055,-0.9688326075390624,Cr2Mg1S5
mvc-14773,-0.9555912322265644,Ca1Fe2S5
mp-1007786,-0.9379158450000008,Hf1Ir1
mp-1008624,-0.9407589216666659,Bi1Pd1Y1
mp-1008858,-0.9431554375000011,Bi1Nd1Pd1
mp-1009543,-0.9365057649999996,Bi1Dy1Pd1
mp-10106,-0.9432649416666667,As1Ca2
mp-1013555,-0.9469498254759998,As1N1Sr3
mp-1018651,-0.9379568609766666,Ba2H3I1
mp-1019099,-0.9482495132142846,Co1P1Sm1
mp-1024052,-0.9393011134375004,Na2Se2Zn1
mp-1025281,-0.9342552996726192,Ni1Se4Ti2
mp-1025291,-0.9479461772916672,Nb2Se4Ti1
mp-1025453,-0.9342262768749992,Rh1Si2Sm1
mp-1029504,-0.9471320870962492,K1N2Nb1
mp-1029592,-0.9381016747516664,Li3N2Y1
mp-1029602,-0.9455353495936356,C3N6Sc2
mp-1029659,-0.933875704234285,Ca3Fe1N3
mp-10308,-0.9427897450000003,Ge2Ho2Rh1
mp-1043183,-0.9340645297499997,Cu3Mg1Ni4O12
mp-1043670,-0.9479865084090928,Ni4O6Zn1
mp-1045596,-0.93533691775,Ag4Cu3O12Y1
mp-1045659,-0.9490935010937496,Cu9O13Zn2
mp-1045893,-0.9401533940104164,Ni9O13Zn2
mp-1046998,-0.9364636619642848,Ag4Ba1Ca1O8
mp-10485,-0.9440868933333328,Ba1Li1Sb1
mp-10582,-0.933936237311508,Ca5P12Rh19
mp-10616,-0.9422293350000004,As1Ba1Li1
mp-1067587,-0.9341630660714272,P1Ta1
mp-1070151,-0.9451475372250008,Fe2K1S2
mp-1077722,-0.9402380550000006,Pt1Sc1Zn1
mp-1078242,-0.94632834125,Al1Pd2Y1
mp-1078247,-0.9391527137500008,Cr2Fe1S4
mp-1078402,-0.9365873483333332,Ge1Pd1Sc1
mp-1078514,-0.9449084473214286,Ni1P2Zr1
mp-1078636,-0.9448707010000004,As2Ba2Zn1
mp-1078938,-0.94314509125,Al2Pd5Y1
mp-1079402,-0.9444520987500002,Ce1Ir1Si2
mp-1079666,-0.941653746,As2Ba2Cd1
mp-1080119,-0.9487054248333336,K2O6Pt1
mp-1080432,-0.9410828718875004,K2O1Se2
mp-1080848,-0.9376336464712498,K1N2V1
mp-1084847,-0.9382202908333336,Tb1Te3
mp-1087502,-0.9364700150000004,Ho1Pd1
mp-1094101,-0.942513872976,N1Nd3Pb1
mp-1094105,-0.9402565857226564,Na4Se3Zn1
mp-1095180,-0.934235521,As2Ca2Cd1
mp-1095338,-0.941514569166666,Ba1Te4U1
mp-1095371,-0.9390881108333335,Li1Sb1Yb1
mp-1095425,-0.9418634374999992,Eu1Li1Sb1
mp-1095527,-0.9445639366666648,Gd1Ge1Rh1
mp-1095628,-0.9362070708333334,Pd1Sn1Y1
mp-1096808,-0.9344464646875004,Ba1Fe1S1
mp-10999,-0.947878164166666,Ge1Ir1Lu1
mp-1100834,-0.9443635742968746,Cu1Se2Yb1
mp-1101477,-0.94021461625,Na1Ni3O5
mp-11018,-0.95145930314909,Cd1N3O6Tl1
mp-1101912,-0.9490660716666662,Ba1Pt1Si1
mp-1101959,-0.9338709083333327,Ge1Rh1Zr1
mp-1102140,-0.9438845924999992,Ir1Nd1Si1
mp-1102700,-0.9476837208333344,Ge1Ir1Tm1
mp-1102855,-0.9449718158333328,Ge1Ir1Sc1
mp-1103164,-0.9369112315216672,Ca2Cl1Ga1O8
mp-1103421,-0.946189331666666,Dy2Pt1
mp-1103985,-0.9403201804999991,Nd3Pt2
mp-1104399,-0.9398623878571428,Dy3Pd4
mp-1104657,-0.949126928720238,Eu1In2Se4
mp-1104890,-0.947146637857144,Te5Tm2
mp-1104922,-0.9401666371666674,Mo6S8Sb1
mp-1105536,-0.94623379,Ba1Te5U2
mp-1110746,-0.950239367568965,I6Li1Rb2Sb1
mp-1110917,-0.9504575716000006,Ag1Br6K2Mo1
mp-1110954,-0.9395957829000001,I6K3Sb1
mp-1110958,-0.9448850273999999,Ga1I6K3
mp-1111716,-0.9519081115689656,Au1Br6Rb2Sb1
mp-1111743,-0.942375828,Al1Br6Hg1Na2
mp-1112001,-0.9416241031,Ag1As1Br6K2
mp-1112217,-0.9352293316,Br6Cu1K2Ta1
mp-1112399,-0.9502363237413788,Cs2I6Na1Ta1
mp-1112501,-0.9487142572413796,Bi1Cs2I6Tl1
mp-1113344,-0.9501801060689652,Br6Cu1Rb2Ta1
mp-1113564,-0.9424897695689656,As1Br6Hg1Rb2
mp-1114117,-0.9339366715689656,Al1I6Rb2Tl1
mp-893,-0.9362673175000004,Si1Zr1
mp-11483,-0.942407105,Ir1Tm1
mp-1158,-0.9507528625,Lu1Pd3
mp-1173817,-0.9414007748312496,Al1C10H22N2Na1O12
mp-1178448,-0.93867491828492,Cr1N5O15
mp-1179823,-0.9478799495344896,H8N1O4P1
mp-1180211,-0.933529738250001,Na1O3Zn1
mp-1180397,-0.9419209189554544,Mo2N2O7
mp-1181419,-0.9363239569731584,H6N4O9
mp-1181515,-0.9416467711764712,Dy4Ge6Rh7
mp-1184248,-0.940672063750001,Er1Pd2Tm1
mp-1184372,-0.93370361625,Au1Eu2Sb1
mp-1184557,-0.9511153637500002,Ge1O3Pd1
mp-1184593,-0.9355165825,Ho2Ir1Pd1
mp-1184836,-0.94388120125,Ho1Lu1Pd2
mp-1185456,-0.9376255075,Au1Lu2Pd1
mp-1185489,-0.9476099558333332,In1Lu1Pt2
mp-1187679,-0.9356411608333328,In1Pt2Tm1
mp-1188274,-0.9497723848437496,La5Pb3Se1
mp-558645,-0.9425775441785718,Br3O1P1
mp-1189945,-0.9467154855,Te3Yb2
mp-1189974,-0.9372593452524997,C2La1Li1N4
mp-1190170,-0.9407631912499994,Pd2Si1Sm1
mp-1190671,-0.9483379262886948,Cs1Cu3Se5Yb2
mp-1190747,-0.9346825294552372,F12Fe1N6Ta2
mp-1190773,-0.9403665400000006,Rh1Si3Y2
mp-1191056,-0.941593767083333,Cd1I1O4
mp-1191528,-0.9369124754166668,Dy2Rh1Si3
mp-17036,-0.9405145869444452,Rh1Si3Tb2
mp-1193688,-0.9419193485999992,H8N8Na1O12Rh1
mp-1193708,-0.9338045019993628,Al2P3S9
mp-1193717,-0.934835920526904,Cu1F7N1O4Ti1
mp-1194540,-0.945701735371451,Rb2S10Sb2Sn3
mp-1195262,-0.9404603336111114,Ag1Bi1I4O12
mp-1195395,-0.9428980053897066,K2S10Sb2Sn3
mp-1195923,-0.9359588790476188,Co3Dy1P2
mp-1196281,-0.9356558500287148,C6H16N4O8Se1U1
mp-11964,-0.9462441810000002,Cd1Ce2Pt2
mp-1196548,-0.9493858060633328,C8H9N1O9
mp-1197141,-0.944891977198824,Bi1Cr3N1O12
mp-1199460,-0.9363431823591668,B1Cl1
mp-1199693,-0.9456231484374996,Al4O18S1
mp-1200073,-0.9468842823809528,Co3Lu1P2
mp-1200380,-0.9394205705692856,C4H1Mn1N3O5
mp-1200502,-0.94172804629743,Mo3N2O12Se1
mp-1200518,-0.9480669021759256,C14I3In1O14Re4
mp-1200693,-0.940901374565217,As2Ca3O18
mp-1200720,-0.9338372304319328,Cs1In1Se2
mp-1200935,-0.9499664269444448,Ba2Ga1Sb1Te5
mp-1201453,-0.9482545250753062,C5Cl4H22Mn1N10O6Zn1
mp-1203015,-0.949256829722222,Br5Ta1
mp-1203196,-0.9428718839289136,C8H2O8Os3S2
mp-1203202,-0.9473399522690218,C9O9Ru3Se2
mp-1203444,-0.93913962182967,Bi3K3P4S16
mp-1204407,-0.9474700301587309,Co3P2Tm1
mp-1204540,-0.9439264846492592,Ca1Cd1N4O12
mp-12052,-0.9433639464285709,Er4Sb3
mp-1206016,-0.9410434422222222,In1Pr1Pt1
mp-1206394,-0.9500715249999993,As2Eu1Mg2
mp-1206776,-0.9371510995238096,P2Pd2Tb1
mp-1207177,-0.9348545261111112,Bi1Pd1Tb1
mp-1207190,-0.9381977225,Bi1Pd1Sm1
mp-1207526,-0.9395968622916672,Fe1S2Zr6
mp-1207727,-0.9498161772222224,Sb2Si2Y5
mp-1207953,-0.9342314377777776,Ge2Sb2Tm5
mp-1207970,-0.93841722125,Bi1Pt2Tm5
mp-1208062,-0.9419648617857144,Ge2Rh2Tm3
mp-1208506,-0.9390969912316672,Cl3O8Th1
mp-1208865,-0.944601666944444,Sb5Sm3Zr1
mp-1209778,-0.9393039599999996,Hf1Pr3Sb5
mp-1209840,-0.9371913370833328,Ir3Nd1Si2
mp-1209897,-0.9351502742500004,Ni1O6Pt3
mp-12105,-0.951242687614942,O2Rb1
mp-1210814,-0.9482671393303584,Na1O6P1
mp-1211064,-0.939751799285714,Ge2Lu3Rh2
mp-1211211,-0.9388118215022502,Mn1O8S1
mp-1211246,-0.9445324000000012,La1Pd1Si1
mp-1211442,-0.940041748016607,O13Pr1Rb1Se2
mp-1211500,-0.9355867795652169,Al5I8La10
mp-1212088,-0.9338830074999992,Al1Ho1Rh1
mp-1212370,-0.9363910071428572,Ge2Ho3Rh2
mp-1212765,-0.9490017248664886,Ni49P33Pr25
mp-1212969,-0.9377169025,Er3Ge2Rh2
mp-1213113,-0.95051083388889,Er5Ge2Sb2
mp-1213178,-0.9377852567692192,Ag1Cu2H1O10Se2
mp-1213423,-0.941366456,As3Eu2
mp-1213488,-0.9386963517497188,Cl4Cs1I3W3
mp-1213759,-0.942839847488244,Br6Cs3Ir1O1
mp-1213800,-0.9516007388888884,Ce3Sb5Zr1
mp-1213959,-0.9343210725000012,Ca1Pd1Sb1
mp-1214918,-0.9347324313688088,B1Br1C6F5N1
mp-1215043,-0.9385190704999999,Al2Ca1O12
mp-1215455,-0.9344882189322922,As3Se1Zr2
mp-1215500,-0.9417794601562504,Co1S4Zn3
mp-1215613,-0.9472782808333337,Mg1Pt4Yb7
mp-1215876,-0.9443914454675326,P19Rh30Yb6
mp-1216585,-0.9428723791575,Br3Cl1Tl4
mp-1217433,-0.9459385988888886,Tb1Te4U1
mp-1217446,-0.9494356131133088,P5S18Ti2Tl3
mp-1217849,-0.9463375482812504,Cu6S8Ta1V1
mp-1217925,-0.9420886120312496,Cu6Nb1S8Ta1
mp-1218989,-0.9495731334075002,C1N1Sm1Th1
mp-1219766,-0.9483532890477532,Mo9Rb1S9
mp-1219924,-0.9344050562351189,P1Rh1S1
mp-1220004,-0.9460221320684532,Ir1P1S1
mp-1220242,-0.9501692396724994,N1Nd1O6
mp-1220845,-0.9489932700240384,Ge4Na9Se12Sm1
mp-1221424,-0.9449832205965903,Na2Se6Ta3
mp-1221482,-0.9503626133238632,Na2Nb3Se6
mp-1221701,-0.9336653920312504,Mn1S2V1
mp-1221703,-0.9338041670312508,Cd2Mn1S3
mp-1222505,-0.9375299569136908,Li8P1Se6
mp-1223115,-0.9505855321428578,La4Pb1Sb2
mp-1223460,-0.936566127739584,Au1K1S3Sn1
mp-1224076,-0.9498520167305959,Ag1Cl1In2S3
mp-12241,-0.9446808529761906,Ca11Sb10
mp-1224361,-0.9463151097138148,K1Mo9S9
mp-1224365,-0.9428054644062502,In7K1S8
mp-1224412,-0.9394377669999998,Cu5K3Sm4Te10
mp-1224463,-0.9407704165476188,Co3Ho1P2
mp-1224477,-0.9357157003540004,H11I1N2O6
mp-1224648,-0.9382962486548282,H2I6O19Pb1Pt1
mp-1225286,-0.9512646940000004,Co1Dy1Rh1Si2
mp-1225573,-0.936933786666667,Dy1Te4U1
mp-1226149,-0.9462068348214296,Cr8Cu1Fe2Ni1S16
mp-1226359,-0.9402935719642846,Co2Cr8Cu1Fe1S16
mp-1226382,-0.9362002543973216,Cd1Cr2S3Se1
mp-1226423,-0.9496870355357144,Cr8Fe3Ni1S16
mp-1226582,-0.9364397894642856,Cr8Cu1Fe3S16
mp-1226651,-0.944107920304894,Cs3S9Sb5
mp-1226688,-0.9363098495833336,Cu2Gd3Te7
mp-1227456,-0.9482437383052941,Ca10F1Ge6
mp-1229286,-0.9456709139117646,Ba51O10Pd24
mp-12510,-0.9415079405555562,La1Pd1Sn1
mp-1285,-0.9402169974999998,O2Pt1
mp-13675,-0.9383401425000004,Cd1O4Pd3
mp-14289,-0.9482315733673464,Ba3P4
mp-14753,-0.9351058593349996,Li7N4Ta1
mp-1522,-0.9484051510416668,Fe1S2
mp-15222,-0.948278444383082,Cu1Nb1Rb2Se4
mp-15973,-0.9392315758928576,Cr2Hg1S4
mp-16225,-0.9463215114285728,Rh1Si3Y3
mp-16230,-0.940697402083334,Sb3Tb5
mp-16264,-0.9442284216666662,Ca1Li1Sb1
mp-16524,-0.9464006874999996,Al1Pd2Sc1
mp-16916,-0.9410872559916672,Ca6Fe1N5
mp-17402,-0.9473663928571427,Sb10Yb11
mp-17485,-0.9339307466666682,Ho2Rh1Si3
mp-17558,-0.9494790628846156,As6Ca5Ga2
mp-1783,-0.94875730953125,Mn1S1
mp-17912,-0.9396555752593904,Rb3Sb1Se3
mp-18006,-0.9491785746599624,Cu2Rb2S4Sn1
mp-18378,-0.9400433073571428,Al1K3Te3
mp-1885,-0.9463162250000005,Al1Ir1
mp-19753,-0.939492242,Gd1Pd2Si2
mp-19914,-0.9365313358908054,Gd1Rb1Te4
mp-20127,-0.9473371291145832,As1Np1Se1
mp-20999,-0.9486110451426668,In1La3N1
mp-21022,-0.9417188656426668,In1N1Nd3
mp-21073,-0.9373787649999996,Ge1Ho1Ir1
mp-21075,-0.9429312168749996,C1Hf1
mp-21153,-0.9420003408333328,Er1Ge1Ir1
mp-21233,-0.9343318391426678,In1N1Ti3
mp-21386,-0.9376359651904768,Eu1Ir2P2
mp-21457,-0.9386559908928568,Cu3O1Ti3
mp-21960,-0.9513610269253469,Fe2K9Se7
mp-22028,-0.9368973444444416,Gd1Mg1Pt1
mp-22216,-0.9433338315208346,In2S3
mp-22656,-0.9372701045833338,Gd1In1Pt2
mp-23045,-0.946016069725,B1Cl2N1
mp-23110,-0.9478052229166668,Hg2I1Na1O2
mp-23171,-0.9492970075000002,Bi1Pr1
mp-23300,-0.9424381962500004,Bi1Nd1
mp-23348,-0.9470805001000002,Br3Fe1K1
mp-23497,-0.9443213860714283,I4Li2Zn1
mp-23680,-0.9350826862239998,C2H1O2
mp-2381,-0.9502905275000008,Er1Rh1
mp-23963,-0.9407373224740004,H1I1O3
mp-24339,-0.941803938457778,H1Sb3Sm5
mp-27684,-0.9460955083928576,O3Tl4
mp-27694,-0.9475293400411108,Cl1H3O5
mp-27776,-0.935817169804,As1Cd2Cl2
mp-2784,-0.9366701333333332,Na2Te1
mp-28289,-0.93569578591,F1H3Si1
mp-28522,-0.9490284596875008,Br1C1Gd2
mp-28636,-0.9442479740624998,C7O7Os2
mp-28671,-0.9380163818750002,Br5Te2Zr1
mp-28763,-0.9441030695833336,As1Ca1Pd1
mp-28815,-0.9399768343749996,I6Sn1Th1
mp-29051,-0.9413736098823224,Cl4S9W1
mp-29708,-0.9453932416373334,Cl6Hf1Te8
mp-29829,-0.9442331238541672,Au1Li1S1
mp-29932,-0.9350352630952388,P7Pd9Zr5
mp-30278,-0.9414489122824996,Ce3Cl1Ga4
mp-30851,-0.94862902875,Pt5Ti3
mp-31263,-0.9388307241126522,Cl1In5S5
mp-31268,-0.93654437125,Al1Bi1Br6
mp-31276,-0.9356863337325716,Cd2Cl2P1
mp-3301,-0.9430030720000004,Dy1Pd2Si2
mp-348,-0.95118159,Pd1Tm1
mp-36254,-0.9415641674209781,Cs2S6Ta1
mp-3762,-0.94142693953125,Cu3S4V1
mp-4148,-0.936874951,Ho1Pd2Si2
mp-4250,-0.9494806986666674,Pd2Si2Tb1
mp-4275,-0.9497324144999992,Pd2Si2Sm1
mp-4323,-0.9421464894999992,Nd1Pd2Si2
mp-4484,-0.9408783468571428,Ba1P2Ru2
mp-4822,-0.9495586519999988,Pd2Si2Y1
mp-4954,-0.9350894679999996,La1Pd2Si2
mp-505564,-0.9461393657457696,Bi2Cl7Se4
mp-510262,-0.9351244337176724,Cs3O1
mp-5165,-0.9489941439999996,Ru2Si2Th1
mp-540844,-0.94117062164,N2Ni1O6
mp-541547,-0.9468624789583332,Cr1Hg5O6
mp-541715,-0.9456966698469392,Ba3Ga1P3
mp-542281,-0.9392758896666672,Gd1K1Te4
mp-549,-0.9360072524999996,Sb1Sc1
mp-5508,-0.9511787239999988,Pd2Si2Th1
mp-5513,-0.9411170801562508,S4Tl3V1
mp-554238,-0.9387168691165002,Bi1Cl2Cu1S1
mp-554859,-0.9480588125312508,Au1Ge1K1S3
mp-555874,-0.941049547031251,As1Li1S2
mp-556831,-0.9393934368435226,Al1Cl5N2S2Se1
mp-557044,-0.9499791999862506,Cl3O12Yb1
mp-557637,-0.937668748307292,Hg2O3Se1
mp-559446,-0.9484998583418373,Na1P1Pd1S4
mp-559644,-0.940583635599406,Cu1K2P3S9
mp-559902,-0.9374782901646149,Br2C4F6Te1
mp-560345,-0.9344476917987992,Cs3Cu1S9Te1
mp-560533,-0.9438733124390476,C4Cu1H8N2O6
mp-561214,-0.9485978722678844,C1Cl6H3O1S1Sb1
mp-561490,-0.944263749765625,O4Pd1Se1
mp-565250,-0.9516703504218176,Ce1N12Ni2O24Tl5
mp-566902,-0.9417211998923682,Cl8O2Se4Te3W2
mp-567334,-0.9432250094853856,Ag1B6Cl6
mp-568625,-0.9454773709090912,La3Pd4Si4
mp-568685,-0.949868075833334,Al1Rh1Tm1
mp-569202,-0.9343192595238098,Ca10Mg2Sb9
mp-569330,-0.9444077222727274,Br3C4Ce4
mp-569341,-0.934330151041666,B1Nd1Pt2
mp-569427,-0.9489541457430556,K4Se2Sn1Te2
mp-569491,-0.9441425318750004,Ga4La1Na1Se8
mp-569512,-0.942920408608,Cl8I1Sb1
mp-570008,-0.9409309594760004,Bi1N1Sr3
mp-570184,-0.9493967424999994,Pd3Th1
mp-571146,-0.9430743152533336,Cl1I1Sn1
mp-571358,-0.9337698485714288,Pt4Yb3
mp-572131,-0.9455719123366672,Cl5O1S8Sb1
mp-573373,-0.944203730072286,Cl8I1P1
mp-573947,-0.9362058929202582,Cs2Mn1Se2
mp-5795,-0.9498481364520004,Ca1Mg2N2
mp-5942,-0.9342107245312508,As1Na1S2
mp-600515,-0.943068851117754,C8F6H26Mo2N2O5
mp-601852,-0.9368659381250009,La3Rh3Si2
mp-603983,-0.9477985005760372,Ag1C8H22Mo4N3O15
mp-615529,-0.9423286228260864,C10O10Os2Pt1
mp-616026,-0.9437463753231292,In1P3Sr3
mp-621944,-0.9369962282758612,C12I2O12Os3
mp-630773,-0.936061716369048,Cd1Ga1In1S4
mp-631589,-0.9370736365290904,Cl6N2O2V1
mp-640564,-0.9435787283329999,Ag1C6F6N4O2Sb1
mp-642706,-0.9398926117558328,H4N2O2S1
mp-645371,-0.951575247563572,Ag1Co1N3O9
mp-667192,-0.9374417886609092,C5Cl2La4
mp-648264,-0.9488536133482152,C17O17Os6S2
mp-648289,-0.9405252415781248,C8O8Os3S1
mp-648912,-0.9455236635850688,C15O15Os5S1
mp-649754,-0.9422329550951076,C9O9Os3Se2
mp-662802,-0.9427497166458342,C19O19Os6S1
mp-667314,-0.935494255372174,Ba9N12Ta2
mp-672307,-0.9509625080555552,In1Nd1Pt1
mp-675781,-0.9395601827419358,Cu3Mo12S16
mp-680248,-0.9354698871621624,C16O16Os5
mp-680277,-0.9400887529971594,C9O8Re2S3
mp-686476,-0.9421474326411317,Al6Bi24Cl23
mp-694965,-0.9378185362962956,Li3Ni8O16
mp-695843,-0.9356656177405884,Br6H7O3Sb1
mp-696650,-0.9462643843280002,Au1Cl4H2K1O2
mp-696744,-0.9414935020953568,H2N1O4P1
mp-734069,-0.9404828843341264,B1C2H10N5O3
mp-743974,-0.9359336056695232,C2Cl3H12Mn1N1O2
mp-744081,-0.9416596960846656,K6N4O3W2
mp-744996,-0.9484335596148274,Co1H14N5O9
mp-746681,-0.9496685310893336,C2H8N1O3V1
mp-7544,-0.9384194327777776,Ru1Si1Zr1
mp-754727,-0.9492231420312502,Li1Ni1S2
mp-756006,-0.9410411946875,Li1S1Sb1
mp-764347,-0.9349688236764706,Na2Ni5O10
mp-765866,-0.9417029625000004,Co3Ni1O8
mp-767765,-0.939509328743622,Li34S7Sb8
mp-770597,-0.9432666257142858,Cd1Ni2O4
mp-777563,-0.9502808243799991,Cl7H15N6Ta2
mp-7917,-0.9377778561979172,Ge1Hf1Se1
mp-8280,-0.9436691900000004,As2Ba1Mg2
mp-842,-0.9407343591666664,Ca1Pt2
mp-844,-0.9438094732019998,Ca3N2
mp-851,-0.9343875624999995,Er1Pd1
mp-8581,-0.9379883108571421,P2Rh2Sr1
mp-8606,-0.9435567583333336,Ba1Pt1Sb1
mp-861884,-0.9400896241666667,Ac1Ga1Te2
mp-861937,-0.9456799662499996,As1Au1Ba2
mp-861985,-0.9367173824999996,Er2Ir1Rh1
mp-862296,-0.9419372425,Al1Li1Pt2
mp-862631,-0.9340821462500002,Au1Ba2Sb1
mp-863251,-0.93488028375,Au1Sb1Sr2
mp-863725,-0.9376058812500006,Pd1Pm2Pt1
mp-865041,-0.9517131262500004,Hf1Rh2Sc1
mp-866695,-0.9363075902333924,Cl4Re1Se1Te1
mp-867834,-0.9491324362500002,Hf1Li1Pt2
mp-8716,-0.9408602466374988,K2Mn1Se2
mp-9003,-0.9394076656718756,Cu1K2Nb1Se4
mp-9268,-0.9428940474635419,K1Se1
mp-9564,-0.9422724074999996,As2Ca1Mg2
mp-972184,-0.9487081347500002,O3Pt1V1
mp-972412,-0.9488719849999994,Ir2Lu1Tm1
mp-972970,-0.9341150225000004,Rh2Sc1Si1
mp-9744,-0.9350311483333336,As1Ba1Pd1
mp-977435,-0.9460367774999998,Al1Rh2Zr1
mvc-12970,-0.9338805987500011,Fe2Mg1S4
mvc-13041,-0.9406788181,Ca11Mn2N10
mvc-14448,-0.9508659415384622,Ca1Co4S8
mvc-15167,-0.9495153898667285,Cu3Ge3Se21Y7
mvc-3317,-0.9350416530769224,Ni3O8Zn2
mvc-3991,-0.9344716223611118,Ni2O5Zn2
mvc-4008,-0.93849035175,Ni1O3Zn1
mvc-934,-0.9370670027499998,O3W2
mp-1006390,-0.9327022654545464,Ce4Rh4Si3
mp-1009132,-0.9297370433333342,Bi1Ho1Pd1
mp-1013588,-0.9261981574285711,P1Sb1Sr3
mp-1013643,-0.9163089634285712,Bi1P1Sr3
mp-1016213,-0.9321029029804762,C2H8N1O7Sn3
mp-1018162,-0.9271296583333328,Bi1Ce1Pt1
mp-1018813,-0.9332647882142856,Co1Nd1P1
mp-1018897,-0.9184077457142846,Co1P1Pr1
mp-1019269,-0.924343750976666,H3I1Sr2
mp-1025170,-0.9324969380952389,B4Ti3
mp-1025411,-0.92901951375,Ce1Rh1Si2
mp-1025495,-0.9304664718750004,Nd1Rh1Si2
mp-1028947,-0.9262084608854159,Mo1S4Se4W3
mp-1029293,-0.925537363991724,Cs1N2V1
mp-1029312,-0.9165092925262072,N2Rb1V1
mp-1029493,-0.9214187478387076,N2Nb1Rb1
mp-1030663,-0.932202152116724,Cs1N2Nb1
mp-10434,-0.9266987285,K2Te3U1
mp-1045348,-0.9239890066071428,Al1Co2S4
mp-1047810,-0.9227862728846152,Ca1Cu2Ni2O8
mp-1064484,-0.921066204565,Cl1Na3
mp-1076916,-0.9202756183333326,Bi1Gd1Pd1
mp-1076931,-0.9226474750000008,Eu1Pt2Si2
mp-1076961,-0.9172717425,Er2Ge1Rh3
mp-1077089,-0.9166704848366668,Cd1Cl1O1
mp-1077361,-0.9287402549999998,As1Au1Ba1
mp-1078378,-0.9188573477777776,In1Pt1Yb1
mp-1078793,-0.9250377109999988,Ge2Pt2Th1
mp-1078911,-0.924482045,Pd1Sn1Tm1
mp-1079355,-0.9213693504999996,As2Nd1Rh2
mp-1079815,-0.9220497649999996,Pr1Rh1Si2
